co2,regiao
32.52,ABC
32.45,ABC
32.24,ABC
32.45,ABC
32.17,ABC
32.1,ABC
32.24,ABC
32.45,ABC
32.03,ABC
32.03,ABC
32.45,ABC
32.31,ABC
32.52,ABC
32.52,ABC
32.66,ABC
32.73,ABC
32.45,ABC
31.9,ABC
31.9,ABC
32.03,ABC
32.03,ABC
32.1,ABC
32.03,ABC
32.03,ABC
32.31,ABC
32.45,ABC
32.31,ABC
32.17,ABC
32.59,ABC
32.17,ABC
32.24,ABC
32.45,ABC
32.31,ABC
32.52,ABC
32.52,ABC
32.03,ABC
32.45,ABC
32.31,ABC
32.31,ABC
32.24,ABC
32.59,ABC
32.73,ABC
32.94,ABC
32.87,ABC
32.87,ABC
33.15,ABC
33.22,ABC
34.01,ABC
34.31,ABC
33.3,ABC
33.3,ABC
34.31,ABC
34.45,ABC
34.45,ABC
34.67,ABC
37.1,ABC
35.12,ABC
33.15,ABC
32.73,ABC
32.38,ABC
32.87,ABC
32.24,ABC
33.01,ABC
32.94,ABC
33.15,ABC
33.94,ABC
33.94,ABC
34.01,ABC
34.16,ABC
34.31,ABC
34.89,ABC
35.42,ABC
36.86,ABC
38.6,ABC
39.74,ABC
42.81,ABC
42.63,ABC
42.9,ABC
39.74,ABC
40.91,ABC
36.79,ABC
35.94,ABC
34.82,ABC
32.94,ABC
33.65,ABC
34.38,ABC
34.38,ABC
35.19,ABC
34.89,ABC
36.86,ABC
32.52,ABC
32.45,ABC
32.45,ABC
32.45,ABC
32.45,ABC
32.31,ABC
32.66,ABC
32.66,ABC
32.59,ABC
32.31,ABC
32.66,ABC
32.73,ABC
33.15,ABC
33.22,ABC
34.31,ABC
33.01,ABC
33.44,ABC
33.87,ABC
34.45,ABC
34.97,ABC
36.1,ABC
39.17,ABC
36.63,ABC
34.09,ABC
34.01,ABC
33.01,ABC
32.31,ABC
32.17,ABC
32.59,ABC
32.59,ABC
32.1,ABC
32.17,ABC
32.24,ABC
32.24,ABC
32.59,ABC
31.96,ABC
32.38,ABC
32.31,ABC
32.17,ABC
32.24,ABC
32.8,ABC
33.08,ABC
33.72,ABC
34.75,ABC
35.79,ABC
35.04,ABC
35.12,ABC
31.9,ABC
31.96,ABC
32.24,ABC
32.1,ABC
32.03,ABC
31.83,ABC
32.24,ABC
32.17,ABC
32.59,ABC
32.66,ABC
32.8,ABC
33.01,ABC
33.87,ABC
34.16,ABC
34.38,ABC
34.38,ABC
32.87,ABC
32.59,ABC
32.8,ABC
33.94,ABC
34.31,ABC
31.96,ABC
31.96,ABC
32.94,ABC
34.31,ABC
33.01,ABC
31.96,ABC
32.17,ABC
32.17,ABC
32.24,ABC
31.9,ABC
32.03,ABC
31.08,ABC
31.9,ABC
31.83,ABC
31.28,ABC
31.28,ABC
31.48,ABC
31.96,ABC
31.9,ABC
31.9,ABC
32.59,ABC
31.96,ABC
32.03,ABC
32.03,ABC
31.96,ABC
31.9,ABC
31.69,ABC
31.96,ABC
32.03,ABC
32.8,ABC
32.66,ABC
33.51,ABC
33.01,ABC
33.22,ABC
33.87,ABC
34.31,ABC
35.19,ABC
33.58,ABC
32.38,ABC
32.1,ABC
31.9,ABC
31.9,ABC
31.76,ABC
31.83,ABC
32.17,ABC
32.24,ABC
32.17,ABC
32.66,ABC
32.8,ABC
32.8,ABC
32.87,ABC
33.15,ABC
33.51,ABC
33.08,ABC
34.6,ABC
34.38,ABC
34.52,ABC
36.4,ABC
36.56,ABC
33.44,ABC
33.87,ABC
31.9,ABC
32.59,ABC
33.01,ABC
32.87,ABC
33.01,ABC
32.94,ABC
32.94,ABC
32.31,ABC
32.17,ABC
32.45,ABC
32.45,ABC
32.52,ABC
31.76,ABC
32.73,ABC
32.59,ABC
32.45,ABC
32.66,ABC
32.52,ABC
32.73,ABC
32.73,ABC
32.73,ABC
32.66,ABC
32.59,ABC
32.73,ABC
32.52,ABC
32.66,ABC
32.8,ABC
32.8,ABC
32.8,ABC
32.94,ABC
32.24,ABC
33.22,ABC
33.8,ABC
33.72,ABC
33.58,ABC
33.44,ABC
33.8,ABC
33.51,ABC
34.67,ABC
33.51,ABC
35.04,ABC
34.75,ABC
35.49,ABC
36.71,ABC
36.86,ABC
39.01,ABC
39.83,ABC
36.56,ABC
34.97,ABC
34.97,ABC
35.57,ABC
35.42,ABC
36.48,ABC
37.65,ABC
37.33,ABC
37.8,ABC
37.33,ABC
38.6,ABC
39.99,ABC
41.0,ABC
42.9,ABC
46.73,ABC
52.17,ABC
52.38,ABC
43.16,ABC
42.55,ABC
41.34,ABC
39.91,ABC
40.08,ABC
42.2,ABC
42.46,ABC
39.99,ABC
39.09,ABC
41.25,ABC
40.58,ABC
39.25,ABC
40.24,ABC
39.5,ABC
41.08,ABC
37.65,ABC
38.6,ABC
39.42,ABC
42.37,ABC
41.94,ABC
42.9,ABC
45.88,ABC
52.07,ABC
48.85,ABC
40.16,ABC
39.5,ABC
37.18,ABC
35.57,ABC
33.44,ABC
32.94,ABC
33.01,ABC
33.15,ABC
33.15,ABC
33.37,ABC
34.01,ABC
34.38,ABC
35.12,ABC
35.57,ABC
34.31,ABC
33.94,ABC
33.51,ABC
33.3,ABC
33.22,ABC
33.51,ABC
34.01,ABC
33.65,ABC
34.31,ABC
34.97,ABC
36.48,ABC
36.86,ABC
38.04,ABC
34.52,ABC
33.72,ABC
34.6,ABC
34.45,ABC
34.6,ABC
34.09,ABC
34.16,ABC
34.45,ABC
34.67,ABC
34.6,ABC
35.42,ABC
35.94,ABC
35.19,ABC
35.87,ABC
35.57,ABC
37.18,ABC
37.25,ABC
38.44,ABC
40.16,ABC
39.66,ABC
37.65,ABC
39.25,ABC
41.08,ABC
38.6,ABC
35.42,ABC
33.8,ABC
33.37,ABC
32.94,ABC
32.8,ABC
33.87,ABC
33.94,ABC
33.44,ABC
33.87,ABC
34.31,ABC
34.6,ABC
35.12,ABC
35.27,ABC
34.09,ABC
34.16,ABC
34.45,ABC
35.19,ABC
35.34,ABC
35.19,ABC
36.94,ABC
37.57,ABC
38.36,ABC
38.84,ABC
40.24,ABC
41.94,ABC
42.55,ABC
43.52,ABC
43.34,ABC
38.84,ABC
37.73,ABC
39.25,ABC
40.41,ABC
42.81,ABC
48.16,ABC
44.23,ABC
45.14,ABC
45.79,ABC
45.7,ABC
43.78,ABC
44.14,ABC
45.05,ABC
44.6,ABC
47.78,ABC
50.34,ABC
51.04,ABC
41.59,ABC
41.42,ABC
41.42,ABC
41.59,ABC
42.63,ABC
45.61,ABC
52.07,ABC
53.54,ABC
44.41,ABC
40.58,ABC
41.42,ABC
40.33,ABC
39.83,ABC
40.16,ABC
39.17,ABC
37.65,ABC
38.76,ABC
40.49,ABC
42.46,ABC
41.94,ABC
44.96,ABC
43.52,ABC
44.32,ABC
45.88,ABC
44.51,ABC
39.74,ABC
37.02,ABC
34.89,ABC
33.15,ABC
33.8,ABC
33.72,ABC
33.01,ABC
34.01,ABC
33.51,ABC
34.01,ABC
34.09,ABC
33.94,ABC
34.45,ABC
34.6,ABC
35.42,ABC
36.56,ABC
37.25,ABC
38.76,ABC
37.96,ABC
39.33,ABC
41.17,ABC
39.42,ABC
38.2,ABC
37.41,ABC
38.84,ABC
40.91,ABC
39.83,ABC
41.42,ABC
40.91,ABC
39.5,ABC
39.42,ABC
40.33,ABC
42.81,ABC
47.78,ABC
53.11,ABC
44.05,ABC
43.78,ABC
44.96,ABC
45.7,ABC
47.01,ABC
49.54,ABC
50.14,ABC
45.33,ABC
45.05,ABC
43.7,ABC
43.16,ABC
44.6,ABC
40.41,ABC
39.33,ABC
35.19,ABC
35.94,ABC
36.94,ABC
38.6,ABC
38.93,ABC
41.42,ABC
38.84,ABC
37.65,ABC
35.94,ABC
34.89,ABC
34.89,ABC
35.19,ABC
36.02,ABC
37.18,ABC
36.71,ABC
35.49,ABC
36.48,ABC
37.18,ABC
37.49,ABC
38.76,ABC
39.42,ABC
40.58,ABC
42.11,ABC
43.7,ABC
47.87,ABC
45.51,ABC
46.92,ABC
42.55,ABC
39.83,ABC
39.25,ABC
41.25,ABC
43.7,ABC
47.11,ABC
46.07,ABC
48.45,ABC
43.16,ABC
40.41,ABC
41.08,ABC
39.66,ABC
38.76,ABC
39.5,ABC
39.58,ABC
40.33,ABC
37.33,ABC
38.04,ABC
39.01,ABC
40.58,ABC
41.51,ABC
42.55,ABC
39.99,ABC
39.91,ABC
41.59,ABC
39.99,ABC
41.94,ABC
43.16,ABC
46.92,ABC
49.14,ABC
50.94,ABC
50.64,ABC
47.2,ABC
44.51,ABC
44.14,ABC
47.68,ABC
53.33,ABC
61.88,ABC
72.4,ABC
58.37,ABC
51.76,ABC
47.97,ABC
46.16,ABC
41.94,ABC
40.91,ABC
40.74,ABC
39.83,ABC
42.03,ABC
42.99,ABC
40.83,ABC
42.11,ABC
42.2,ABC
43.34,ABC
44.41,ABC
42.9,ABC
43.25,ABC
44.41,ABC
44.78,ABC
42.29,ABC
43.96,ABC
47.87,ABC
43.61,ABC
41.08,ABC
39.91,ABC
39.91,ABC
42.2,ABC
44.41,ABC
45.05,ABC
44.87,ABC
47.39,ABC
45.05,ABC
42.99,ABC
46.92,ABC
53.43,ABC
51.56,ABC
43.78,ABC
46.92,ABC
45.79,ABC
36.86,ABC
35.12,ABC
36.48,ABC
37.57,ABC
37.65,ABC
36.94,ABC
36.94,ABC
37.8,ABC
38.93,ABC
40.74,ABC
42.11,ABC
44.78,ABC
48.16,ABC
46.92,ABC
48.55,ABC
50.34,ABC
48.55,ABC
48.07,ABC
49.24,ABC
46.54,ABC
49.14,ABC
54.93,ABC
54.61,ABC
50.14,ABC
41.08,ABC
41.77,ABC
43.34,ABC
48.26,ABC
51.66,ABC
46.16,ABC
50.03,ABC
49.34,ABC
42.46,ABC
41.25,ABC
39.01,ABC
41.0,ABC
44.41,ABC
41.94,ABC
41.08,ABC
41.68,ABC
42.2,ABC
45.7,ABC
51.45,ABC
51.25,ABC
44.05,ABC
45.51,ABC
46.92,ABC
48.36,ABC
48.65,ABC
50.03,ABC
51.25,ABC
49.84,ABC
44.14,ABC
49.54,ABC
49.74,ABC
51.97,ABC
50.03,ABC
45.42,ABC
45.24,ABC
43.78,ABC
41.94,ABC
40.49,ABC
38.93,ABC
41.25,ABC
42.03,ABC
44.96,ABC
45.61,ABC
46.82,ABC
50.44,ABC
44.14,ABC
41.85,ABC
42.29,ABC
44.6,ABC
44.87,ABC
45.42,ABC
45.42,ABC
42.81,ABC
42.81,ABC
44.05,ABC
41.85,ABC
41.68,ABC
40.91,ABC
39.01,ABC
36.48,ABC
36.86,ABC
36.71,ABC
36.71,ABC
36.71,ABC
36.94,ABC
37.96,ABC
37.57,ABC
34.67,ABC
34.89,ABC
33.8,ABC
33.3,ABC
32.59,ABC
32.45,ABC
32.59,ABC
33.51,ABC
33.87,ABC
34.31,ABC
35.27,ABC
37.02,ABC
36.79,ABC
36.94,ABC
37.41,ABC
36.48,ABC
37.57,ABC
39.42,ABC
37.18,ABC
36.94,ABC
39.17,ABC
41.0,ABC
44.14,ABC
42.63,ABC
41.34,ABC
39.5,ABC
39.99,ABC
39.42,ABC
37.73,ABC
37.49,ABC
36.79,ABC
34.45,ABC
32.87,ABC
33.08,ABC
34.45,ABC
32.52,ABC
31.08,ABC
30.15,ABC
29.76,ABC
29.63,ABC
29.3,ABC
28.48,ABC
28.79,ABC
28.73,ABC
28.73,ABC
29.05,ABC
29.3,ABC
28.86,ABC
29.05,ABC
29.89,ABC
28.11,ABC
27.07,ABC
26.83,ABC
26.77,ABC
26.41,ABC
26.3,ABC
25.72,ABC
25.83,ABC
25.54,ABC
25.26,ABC
24.75,ABC
24.92,ABC
25.26,ABC
24.47,ABC
24.86,ABC
24.92,ABC
24.81,ABC
24.81,ABC
24.36,ABC
24.7,ABC
24.75,ABC
24.81,ABC
24.7,ABC
24.81,ABC
24.92,ABC
24.81,ABC
24.81,ABC
24.98,ABC
25.49,ABC
24.98,ABC
25.43,ABC
25.09,ABC
24.53,ABC
25.31,ABC
24.92,ABC
25.26,ABC
24.86,ABC
24.92,ABC
25.14,ABC
25.03,ABC
25.09,ABC
25.09,ABC
25.2,ABC
25.43,ABC
25.14,ABC
25.31,ABC
24.86,ABC
25.14,ABC
25.6,ABC
25.37,ABC
25.49,ABC
24.81,ABC
25.49,ABC
25.2,ABC
25.95,ABC
25.66,ABC
25.37,ABC
25.72,ABC
25.66,ABC
25.83,ABC
25.72,ABC
25.31,ABC
26.12,ABC
26.24,ABC
25.95,ABC
25.95,ABC
25.83,ABC
26.06,ABC
26.12,ABC
26.06,ABC
25.95,ABC
26.0,ABC
25.72,ABC
26.0,ABC
26.06,ABC
26.0,ABC
25.77,ABC
25.09,ABC
26.12,ABC
26.3,ABC
25.77,ABC
25.95,ABC
25.89,ABC
26.18,ABC
26.24,ABC
26.18,ABC
26.18,ABC
26.3,ABC
26.18,ABC
26.18,ABC
25.95,ABC
26.0,ABC
25.6,ABC
25.6,ABC
26.36,ABC
26.0,ABC
26.24,ABC
26.53,ABC
26.3,ABC
26.53,ABC
26.47,ABC
27.25,ABC
26.83,ABC
27.25,ABC
26.83,ABC
26.77,ABC
26.89,ABC
26.71,ABC
27.31,ABC
27.37,ABC
26.83,ABC
26.77,ABC
27.31,ABC
27.74,ABC
27.61,ABC
27.31,ABC
27.43,ABC
26.95,ABC
27.19,ABC
27.86,ABC
27.25,ABC
27.19,ABC
26.83,ABC
27.49,ABC
28.11,ABC
27.92,ABC
27.37,ABC
28.29,ABC
27.86,ABC
28.11,ABC
28.17,ABC
27.92,ABC
28.11,ABC
27.68,ABC
28.17,ABC
27.98,ABC
27.98,ABC
27.55,ABC
27.43,ABC
27.92,ABC
28.17,ABC
28.11,ABC
28.29,ABC
28.29,ABC
28.23,ABC
28.17,ABC
28.36,ABC
28.48,ABC
28.36,ABC
28.36,ABC
28.67,ABC
28.23,ABC
28.54,ABC
27.98,ABC
28.42,ABC
28.17,ABC
28.29,ABC
28.42,ABC
28.11,ABC
28.23,ABC
29.05,ABC
28.73,ABC
28.61,ABC
28.61,ABC
28.61,ABC
28.54,ABC
28.42,ABC
28.42,ABC
28.48,ABC
28.54,ABC
28.48,ABC
28.23,ABC
28.61,ABC
28.61,ABC
28.67,ABC
29.18,ABC
28.99,ABC
28.54,ABC
28.92,ABC
28.61,ABC
28.67,ABC
28.67,ABC
28.23,ABC
29.11,ABC
28.73,ABC
28.23,ABC
28.48,ABC
29.05,ABC
29.11,ABC
29.11,ABC
29.18,ABC
29.5,ABC
28.92,ABC
29.37,ABC
29.3,ABC
29.56,ABC
29.05,ABC
29.05,ABC
29.05,ABC
29.43,ABC
29.05,ABC
28.86,ABC
29.56,ABC
29.63,ABC
29.82,ABC
30.02,ABC
30.02,ABC
29.76,ABC
30.02,ABC
29.82,ABC
29.89,ABC
29.5,ABC
30.08,ABC
29.76,ABC
30.02,ABC
29.82,ABC
29.82,ABC
29.89,ABC
30.15,ABC
29.82,ABC
30.48,ABC
30.08,ABC
30.08,ABC
30.21,ABC
30.41,ABC
30.21,ABC
30.15,ABC
30.48,ABC
30.61,ABC
30.41,ABC
29.89,ABC
29.18,ABC
30.15,ABC
30.21,ABC
30.48,ABC
30.48,ABC
30.54,ABC
30.54,ABC
30.48,ABC
29.95,ABC
30.48,ABC
30.28,ABC
30.35,ABC
30.21,ABC
30.61,ABC
30.15,ABC
30.15,ABC
30.15,ABC
30.41,ABC
30.35,ABC
30.15,ABC
30.54,ABC
30.48,ABC
30.54,ABC
30.68,ABC
30.74,ABC
29.95,ABC
30.61,ABC
30.54,ABC
30.94,ABC
30.28,ABC
30.02,ABC
30.48,ABC
30.54,ABC
30.61,ABC
30.54,ABC
30.41,ABC
30.68,ABC
30.02,ABC
30.15,ABC
31.01,ABC
30.61,ABC
30.68,ABC
30.81,ABC
30.68,ABC
30.28,ABC
30.48,ABC
30.74,ABC
30.68,ABC
30.74,ABC
30.61,ABC
30.54,ABC
31.21,ABC
30.81,ABC
30.81,ABC
30.54,ABC
30.61,ABC
30.81,ABC
30.35,ABC
30.61,ABC
30.61,ABC
30.54,ABC
30.54,ABC
30.48,ABC
30.61,ABC
30.68,ABC
30.41,ABC
29.89,ABC
30.41,ABC
30.68,ABC
30.41,ABC
30.41,ABC
30.48,ABC
30.21,ABC
30.74,ABC
30.41,ABC
30.54,ABC
30.61,ABC
30.68,ABC
30.41,ABC
30.28,ABC
30.41,ABC
30.54,ABC
30.68,ABC
30.41,ABC
30.35,ABC
30.02,ABC
30.48,ABC
30.41,ABC
30.21,ABC
30.28,ABC
30.54,ABC
30.35,ABC
30.28,ABC
30.41,ABC
30.21,ABC
29.95,ABC
30.15,ABC
30.28,ABC
30.35,ABC
30.02,ABC
29.76,ABC
30.08,ABC
30.21,ABC
30.02,ABC
29.95,ABC
30.21,ABC
29.95,ABC
29.89,ABC
29.76,ABC
29.89,ABC
29.89,ABC
29.76,ABC
29.5,ABC
29.43,ABC
29.82,ABC
29.63,ABC
29.43,ABC
29.63,ABC
29.56,ABC
29.3,ABC
29.37,ABC
29.3,ABC
29.05,ABC
29.05,ABC
28.73,ABC
28.54,ABC
28.48,ABC
28.61,ABC
28.42,ABC
28.48,ABC
28.04,ABC
27.98,ABC
28.29,ABC
28.11,ABC
27.98,ABC
27.92,ABC
28.11,ABC
28.23,ABC
28.11,ABC
27.98,ABC
28.04,ABC
28.17,ABC
27.31,ABC
27.31,ABC
27.92,ABC
27.92,ABC
27.25,ABC
27.92,ABC
27.98,ABC
27.74,ABC
27.74,ABC
27.31,ABC
26.95,ABC
27.43,ABC
26.53,ABC
26.47,ABC
26.24,ABC
26.41,ABC
26.24,ABC
26.53,ABC
25.83,ABC
25.54,ABC
25.95,ABC
25.72,ABC
25.77,ABC
25.83,ABC
25.72,ABC
25.43,ABC
25.72,ABC
24.92,ABC
25.66,ABC
25.31,ABC
25.66,ABC
25.54,ABC
25.6,ABC
25.26,ABC
25.49,ABC
25.83,ABC
25.95,ABC
26.0,ABC
26.18,ABC
26.0,ABC
26.12,ABC
26.41,ABC
26.24,ABC
26.18,ABC
26.53,ABC
26.47,ABC
26.41,ABC
26.71,ABC
26.47,ABC
26.41,ABC
26.65,ABC
26.65,ABC
26.71,ABC
26.83,ABC
27.13,ABC
26.65,ABC
26.53,ABC
26.65,ABC
26.47,ABC
26.3,ABC
26.53,ABC
26.53,ABC
26.53,ABC
26.41,ABC
26.3,ABC
26.77,ABC
27.31,ABC
27.13,ABC
27.92,ABC
27.43,ABC
27.86,ABC
27.19,ABC
27.74,ABC
27.68,ABC
26.71,ABC
27.92,ABC
27.92,ABC
27.68,ABC
26.95,ABC
26.95,ABC
27.43,ABC
27.86,ABC
27.92,ABC
27.86,ABC
27.8,ABC
27.86,ABC
27.37,ABC
26.77,ABC
27.61,ABC
26.89,ABC
27.61,ABC
26.71,ABC
26.53,ABC
26.53,ABC
26.77,ABC
27.25,ABC
26.65,ABC
26.47,ABC
26.65,ABC
26.65,ABC
26.36,ABC
26.59,ABC
26.06,ABC
26.0,ABC
26.24,ABC
26.24,ABC
26.18,ABC
25.89,ABC
26.0,ABC
26.36,ABC
26.18,ABC
25.95,ABC
25.49,ABC
25.95,ABC
25.03,ABC
25.2,ABC
25.77,ABC
25.14,ABC
25.09,ABC
25.66,ABC
25.72,ABC
25.31,ABC
24.92,ABC
25.49,ABC
25.26,ABC
24.92,ABC
25.49,ABC
25.03,ABC
25.03,ABC
24.86,ABC
24.36,ABC
24.64,ABC
24.64,ABC
24.58,ABC
24.64,ABC
24.64,ABC
24.7,ABC
24.36,ABC
24.75,ABC
24.75,ABC
24.42,ABC
24.58,ABC
24.53,ABC
24.64,ABC
24.58,ABC
24.58,ABC
23.92,ABC
24.47,ABC
24.98,ABC
24.53,ABC
23.98,ABC
24.14,ABC
24.14,ABC
23.92,ABC
24.31,ABC
24.47,ABC
24.25,ABC
24.14,ABC
24.47,ABC
24.2,ABC
23.92,ABC
23.98,ABC
24.14,ABC
24.58,ABC
24.2,ABC
24.09,ABC
24.14,ABC
23.92,ABC
24.31,ABC
23.87,ABC
23.55,ABC
23.98,ABC
24.31,ABC
23.98,ABC
23.76,ABC
24.64,ABC
24.47,ABC
25.2,ABC
24.42,ABC
25.26,ABC
25.49,ABC
25.37,ABC
25.54,ABC
25.26,ABC
25.6,ABC
24.31,ABC
25.2,ABC
25.03,ABC
24.7,ABC
24.86,ABC
24.92,ABC
24.47,ABC
24.81,ABC
24.81,ABC
24.31,ABC
24.58,ABC
24.42,ABC
24.47,ABC
24.42,ABC
24.7,ABC
24.42,ABC
24.53,ABC
25.26,ABC
25.09,ABC
25.26,ABC
25.31,ABC
25.09,ABC
25.66,ABC
25.49,ABC
25.77,ABC
25.37,ABC
24.7,ABC
25.03,ABC
25.49,ABC
24.7,ABC
24.92,ABC
23.92,ABC
24.58,ABC
24.58,ABC
24.53,ABC
24.47,ABC
24.47,ABC
24.03,ABC
24.47,ABC
24.53,ABC
24.75,ABC
24.75,ABC
24.81,ABC
24.64,ABC
24.75,ABC
24.47,ABC
24.75,ABC
24.58,ABC
24.36,ABC
24.2,ABC
24.03,ABC
23.92,ABC
23.6,ABC
23.65,ABC
23.23,ABC
23.17,ABC
22.86,ABC
22.44,ABC
22.65,ABC
22.44,ABC
22.34,ABC
22.19,ABC
21.53,ABC
21.23,ABC
21.38,ABC
21.43,ABC
21.53,ABC
21.38,ABC
21.13,ABC
21.28,ABC
21.18,ABC
21.23,ABC
20.99,ABC
21.38,ABC
21.63,ABC
21.33,ABC
21.33,ABC
21.48,ABC
21.58,ABC
21.43,ABC
21.63,ABC
21.98,ABC
21.73,ABC
21.98,ABC
22.08,ABC
22.13,ABC
22.24,ABC
22.24,ABC
22.34,ABC
22.13,ABC
22.19,ABC
22.34,ABC
22.49,ABC
22.49,ABC
22.49,ABC
22.49,ABC
22.6,ABC
22.75,ABC
22.75,ABC
22.65,ABC
23.65,ABC
23.44,ABC
23.87,ABC
24.47,ABC
24.03,ABC
24.14,ABC
24.58,ABC
24.47,ABC
24.36,ABC
24.42,ABC
25.26,ABC
25.43,ABC
25.26,ABC
25.49,ABC
25.83,ABC
25.26,ABC
25.2,ABC
25.66,ABC
25.66,ABC
25.83,ABC
25.49,ABC
25.95,ABC
25.95,ABC
25.72,ABC
25.43,ABC
26.06,ABC
25.95,ABC
26.3,ABC
26.06,ABC
26.12,ABC
26.12,ABC
26.06,ABC
26.3,ABC
26.06,ABC
26.3,ABC
26.18,ABC
26.36,ABC
26.3,ABC
26.41,ABC
26.24,ABC
26.36,ABC
26.53,ABC
26.65,ABC
26.24,ABC
26.53,ABC
26.53,ABC
26.89,ABC
27.19,ABC
27.25,ABC
26.89,ABC
27.25,ABC
27.8,ABC
27.74,ABC
27.86,ABC
28.04,ABC
28.11,ABC
28.29,ABC
27.8,ABC
27.92,ABC
28.29,ABC
28.48,ABC
27.86,ABC
28.54,ABC
28.29,ABC
28.42,ABC
28.54,ABC
28.99,ABC
28.79,ABC
29.05,ABC
28.73,ABC
29.3,ABC
28.99,ABC
28.48,ABC
29.37,ABC
29.5,ABC
29.43,ABC
29.76,ABC
29.56,ABC
29.95,ABC
29.95,ABC
29.95,ABC
30.08,ABC
30.21,ABC
30.15,ABC
30.35,ABC
30.28,ABC
30.41,ABC
30.21,ABC
30.28,ABC
30.74,ABC
30.48,ABC
30.54,ABC
30.81,ABC
30.48,ABC
30.61,ABC
30.61,ABC
30.81,ABC
30.74,ABC
30.48,ABC
31.28,ABC
30.94,ABC
31.48,ABC
31.01,ABC
31.55,ABC
31.42,ABC
31.21,ABC
31.28,ABC
31.69,ABC
31.48,ABC
31.62,ABC
31.28,ABC
31.21,ABC
31.28,ABC
31.01,ABC
30.94,ABC
30.48,ABC
30.94,ABC
30.94,ABC
30.74,ABC
30.94,ABC
31.48,ABC
31.28,ABC
30.88,ABC
30.94,ABC
29.43,ABC
30.81,ABC
31.15,ABC
31.62,ABC
31.28,ABC
31.21,ABC
31.76,ABC
31.62,ABC
31.21,ABC
31.28,ABC
31.96,ABC
31.69,ABC
31.9,ABC
31.69,ABC
31.48,ABC
31.48,ABC
31.55,ABC
31.21,ABC
30.28,ABC
30.61,ABC
30.15,ABC
29.76,ABC
28.73,ABC
28.36,ABC
28.11,ABC
28.48,ABC
27.92,ABC
27.37,ABC
27.8,ABC
27.74,ABC
27.19,ABC
26.77,ABC
26.59,ABC
26.3,ABC
26.12,ABC
25.26,ABC
25.6,ABC
25.37,ABC
24.86,ABC
25.31,ABC
24.98,ABC
24.64,ABC
24.92,ABC
25.03,ABC
24.92,ABC
24.98,ABC
24.75,ABC
25.03,ABC
25.49,ABC
25.54,ABC
25.43,ABC
25.37,ABC
25.49,ABC
25.14,ABC
25.14,ABC
25.03,ABC
25.66,ABC
25.49,ABC
25.26,ABC
25.26,ABC
25.89,ABC
24.98,ABC
25.26,ABC
24.86,ABC
25.03,ABC
24.36,ABC
24.92,ABC
25.31,ABC
24.98,ABC
24.92,ABC
25.37,ABC
24.7,ABC
24.7,ABC
24.81,ABC
24.81,ABC
25.03,ABC
24.75,ABC
24.92,ABC
24.75,ABC
24.7,ABC
25.03,ABC
24.81,ABC
24.75,ABC
24.86,ABC
24.47,ABC
24.58,ABC
24.98,ABC
24.86,ABC
24.58,ABC
24.81,ABC
24.7,ABC
24.7,ABC
24.64,ABC
24.64,ABC
24.47,ABC
24.64,ABC
24.81,ABC
24.81,ABC
24.58,ABC
24.14,ABC
24.58,ABC
24.58,ABC
23.98,ABC
24.53,ABC
24.53,ABC
24.42,ABC
24.31,ABC
24.36,ABC
24.31,ABC
24.09,ABC
23.87,ABC
24.14,ABC
24.2,ABC
23.98,ABC
23.82,ABC
23.6,ABC
23.71,ABC
23.65,ABC
23.76,ABC
23.76,ABC
23.39,ABC
23.44,ABC
23.17,ABC
23.07,ABC
23.49,ABC
23.17,ABC
23.44,ABC
23.12,ABC
23.07,ABC
23.07,ABC
23.17,ABC
22.96,ABC
22.86,ABC
22.6,ABC
22.7,ABC
22.44,ABC
22.81,ABC
22.08,ABC
22.29,ABC
22.13,ABC
22.13,ABC
21.73,ABC
21.43,ABC
21.48,ABC
21.18,ABC
21.23,ABC
21.04,ABC
21.04,ABC
21.04,ABC
20.89,ABC
20.79,ABC
20.84,ABC
20.36,ABC
20.17,ABC
20.08,ABC
19.75,ABC
19.33,ABC
19.33,ABC
19.33,ABC
19.38,ABC
19.52,ABC
19.29,ABC
19.33,ABC
19.38,ABC
19.15,ABC
19.33,ABC
18.97,ABC
18.75,ABC
18.88,ABC
18.61,ABC
18.35,ABC
18.44,ABC
18.48,ABC
18.61,ABC
18.61,ABC
18.52,ABC
18.44,ABC
18.52,ABC
18.48,ABC
18.44,ABC
18.52,ABC
18.52,ABC
18.7,ABC
18.79,ABC
18.48,ABC
18.39,ABC
18.44,ABC
18.39,ABC
18.39,ABC
18.61,ABC
18.61,ABC
18.52,ABC
18.39,ABC
10.45,ABC
10.34,ABC
10.39,ABC
10.17,ABC
10.04,ABC
9.77,ABC
9.56,ABC
9.4,ABC
10.06,ABC
10.37,ABC
10.48,ABC
11.52,ABC
11.59,ABC
11.46,ABC
11.43,ABC
11.43,ABC
11.31,ABC
11.23,ABC
10.99,ABC
10.96,ABC
11.2,ABC
11.11,ABC
10.79,ABC
11.02,ABC
10.96,ABC
11.02,ABC
11.05,ABC
10.82,ABC
10.7,ABC
10.99,ABC
10.96,ABC
11.2,ABC
11.11,ABC
10.82,ABC
10.53,ABC
11.05,ABC
11.02,ABC
11.11,ABC
11.14,ABC
11.23,ABC
11.31,ABC
11.17,ABC
11.05,ABC
11.17,ABC
11.17,ABC
11.23,ABC
11.23,ABC
11.31,ABC
11.2,ABC
11.14,ABC
11.14,ABC
